,model_id,mean_residual_deviance,rmse,mse,mae,rmsle
0,GLM_grid_1_AutoML_20190421_233433_model_1,0.0017717914375695433,0.042092653011773236,0.0017717914375695433,0.016515540490018073,0.0059090858894776995
1,GLM_grid_1_AutoML_20190421_234613_model_1,0.0017717914375695433,0.042092653011773236,0.0017717914375695433,0.016515540490018073,0.0059090858894776995
2,GLM_grid_1_AutoML_20190421_232600_model_1,0.0017717914375695433,0.042092653011773236,0.0017717914375695433,0.016515540490018073,0.0059090858894776995
3,GLM_grid_1_AutoML_20190422_000108_model_1,0.0017717914375695433,0.042092653011773236,0.0017717914375695433,0.016515540490018073,0.0059090858894776995
4,StackedEnsemble_BestOfFamily_AutoML_20190421_232600,0.0026282015283909856,0.051265988027063183,0.0026282015283909856,0.017612254985869012,0.0054954739875861655
5,GBM_4_AutoML_20190422_000108,0.0028013935936905448,0.05292819280582462,0.0028013935936905448,0.006312374775790123,0.0055525783866941965
6,StackedEnsemble_AllModels_AutoML_20190421_232600,0.002952364657907036,0.054335666535959934,0.002952364657907036,0.01025927237389093,0.005551733960896098
7,GBM_4_AutoML_20190421_233433,0.003495291753427986,0.05912099249359728,0.003495291753427986,0.012431652492186132,0.005637648315876197
8,GBM_2_AutoML_20190421_232600,0.0036673493130779883,0.06055864358684058,0.0036673493130779883,0.010528818652061423,0.0066251239997952285
9,XRT_1_AutoML_20190421_232600,0.0036840188795788783,0.0606961191475936,0.0036840188795788783,0.014907830565662975,0.006035465751523815
10,GBM_1_AutoML_20190421_233433,0.003784559304501867,0.0615187719684152,0.003784559304501867,0.017714375308829727,0.006001472589142189
11,GBM_1_AutoML_20190422_000108,0.003929152139554129,0.06268294935270778,0.003929152139554129,0.015734027370043858,0.006482717181044899
12,GBM_2_AutoML_20190421_233433,0.004125881263643935,0.06423302315510251,0.004125881263643935,0.02356410540782678,0.006934261017246013
13,GBM_3_AutoML_20190421_234613,0.004134002419278267,0.06429620843625436,0.004134002419278267,0.011097708695472988,0.006507815198943558
14,GBM_1_AutoML_20190421_234613,0.0041367699028651865,0.06431772619476832,0.0041367699028651865,0.014909878051802897,0.006404439598368548
15,GBM_2_AutoML_20190422_000108,0.004147877329843915,0.06440401641081024,0.004147877329843915,0.01639871685572017,0.006901571060155226
16,GBM_4_AutoML_20190421_234613,0.004175475585966882,0.06461792000650347,0.004175475585966882,0.012245027491214882,0.006471810226032716
17,GBM_1_AutoML_20190421_232600,0.004193159138243675,0.06475460708122377,0.004193159138243675,0.017707024485776296,0.00693974857274476
18,XRT_1_AutoML_20190421_233433,0.00419409146410643,0.06476180559640404,0.00419409146410643,0.016285248151593615,0.006062541080071499
19,GBM_3_AutoML_20190422_000108,0.004245931490826564,0.06516081253964352,0.004245931490826564,0.01199497658014397,0.007098715525945652
20,XRT_1_AutoML_20190421_234613,0.004329748460641475,0.06580082416384672,0.004329748460641475,0.01831640209527351,0.006485247102272528
21,XRT_1_AutoML_20190422_000108,0.004549208541638918,0.06744782088132216,0.004549208541638918,0.017109943459815702,0.006888015452568171
22,DRF_1_AutoML_20190421_232600,0.004620385686444586,0.06797341896980456,0.004620385686444586,0.017663789195114226,0.006943820432090886
